State.Abb	State	Year	Geography	pop_mi	r_gdp	pc_rgdp	m_gdp	coal	petro	gas	resid	comm	indust	electric	transport	pc_CO2	PVG	Party	cdays	hdays	m_cdd	m_hdd	senate	house	lcv	m_lcv	price	m_price	expend	m_expend	LandArea	pdensity	mp_density	coal_con	petro_con	gas_con	energy_con	pc_energy	pc_coal	pc_petro	pc_gas	pc_comm	pc_res	pc_ind	pc_elec	pc_trans	pc_coal_con	pc_petro_con	pc_gas_con	in_class	HDD	CDD	HL_Price	HL_Expend	HL_LCV	HL_density
AK	Alaska	2019	Coastal	0.734	53337	72666	54325.96	1.7	15.1	17.5	1.4	2	16.2	2.7	11.9	46.7	-16.77130942	Rep	93	8998	1250.52	5348.12	25	10	35	103.16	21.36	18.6638	7755.2	4110.93529411765	570641	1.28627280549417	202.756197312216	17620	220818	343384	581822	792	2.31607629427793	20.5722070844687	23.841961852861	2.72479564032698	1.90735694822888	22.0708446866485	3.67847411444142	16.2125340599455	24.0054495912807	300.841961852861	467.825613079019	Rich	High_hdays	Low_cdays	High_P	High_Exp	Low_LCV	Low_Density
AK	Alaska	2020	Coastal	0.732	50161	68525	51890.3	1.8	15.1	19.1	1.7	2.1	17.6	2.7	11.9	49.1	-16.77130942	Rep	5	10781	1248.86	4890.32	12	33	45	98.78	17.2	17.0628	6429	3386.77647058824	570641	1.28276797496149	206.454118937395	18527	222323	373567	614417	839	2.45901639344262	20.6284153005464	26.0928961748634	2.86885245901639	2.3224043715847	24.0437158469945	3.68852459016393	16.2568306010929	25.3101092896175	303.719945355191	510.337431693989	Rich	High_hdays	Low_cdays	High_P	High_Exp	Low_LCV	Low_Density
AK	Alaska	2021	Coastal	0.734	50869	69303	54651.36	1.8	17.5	19.6	1.7	2.3	18.4	2.8	13.7	53	-10	Rep	30	10976	1255.84	4869.6	35	35	70	112.52	20.42	20.574	8711	4351.23529411765	570641	1.28627280549417	206.761006367797	18694	256041	384560	659295	898	2.45231607629428	23.841961852861	26.7029972752044	3.13351498637602	2.31607629427793	25.0681198910082	3.81471389645777	18.6648501362398	25.4686648501362	348.82970027248	523.923705722071	Rich	High_hdays	Low_cdays	Low_P	High_Exp	Low_LCV	Low_Density
AZ	Arizona	1997	NonCoastal	4.737	168409	35551	41476.18	35.1	29.4	7.2	1.8	2	4.8	35.3	27.7	15.1	2.447542304	Dem	3033	2040	990.12	5472.02	15	30	45	88.7	11.76	9.0624	1812.6	2183.80196078431	113594	41.7011461872986	178.166945607596	369872	430092	137588	937552	197	7.40975300823306	6.20645978467384	1.51994933502217	0.422208148617268	0.379987333755542	1.01329955668144	7.45197382309478	5.84758285834917	78.0814861726831	90.7941735275491	29.0453873759764	Poor	Low_hdays	High_cdays	High_P	Low_ExP	Low_LCV	Low_Density
AZ	Arizona	1998	NonCoastal	4.883	183061	37489	42624.14	36.8	31.5	8.5	2.2	2.3	4.6	37.8	29.9	15.7	2.447542304	Dem	2648	2290	1221.34	4833.28	7	27	34	87.46	10.83	8.459	1720.1	2011.34705882353	113594	42.9864253393665	179.746327352354	386770	468094	161086	1015950	208	7.5363506041368	6.45095228343232	1.74073315584682	0.47102191275855	0.450542699160352	0.9420438255171	7.74114274011878	6.12328486586115	79.2074544337497	95.8619701003481	32.989146016793	Poor	Low_hdays	High_cdays	High_P	Low_ExP	Low_LCV	Low_Density
AZ	Arizona	1999	NonCoastal	5.024	198700	39550	43908.46	38.4	33.4	8.8	2.1	2.2	4.7	40.1	31.6	16.05	2.447542304	Dem	2818	1851	1121.18	5000.2	6	22	28	84.12	11.24	8.7824	1797.6	2123.92941176471	113594	44.227688082117	181.395990598757	403262	494547	167770	1065579	212	7.64331210191083	6.64808917197452	1.7515923566879	0.437898089171975	0.417993630573248	0.935509554140127	7.98168789808917	6.28980891719745	80.2671178343949	98.436902866242	33.3937101910828	Poor	Low_hdays	High_cdays	High_P	Low_ExP	Low_LCV	Low_Density
AZ	Arizona	2000	NonCoastal	5.161	208440	40387	45035.54	41.2	34.4	11	2.1	2.2	4.7	45.1	32.6	16.79	2.447542304	Dem	3154	1973	1096.48	5322.76	3	21	24	86.06	12.94	10.5014	2058.8	2574.42156862745	113594	45.4337376974136	183.093000477138	432810	502693	208137	1143640	221	7.98294904088355	6.66537492733966	2.13136988955629	0.426273977911258	0.4068978880062	0.910676225537687	8.73861654718078	6.31660530904863	83.8616547180779	97.402247626429	40.3288122456888	Poor	Low_hdays	High_cdays	High_P	Low_ExP	Low_LCV	Low_Density
AZ	Arizona	2001	NonCoastal	5.273	213166	40425	45094.12	40.4	35.6	12.9	2.2	2.1	4.8	46.3	33.5	16.85	-6.565198334	Rep	3200	2114	1116.62	5075.8	13	18	31	90.08	12.82	10.9236	2024.1	2580.99607843137	113594	46.4197052661232	184.57483362918	424023	514052	244424	1182499	224	7.66167267210317	6.75137492888299	2.44642518490423	0.398255262658828	0.417219798975915	0.910297743220178	8.7805803148113	6.35311966622416	80.413995827802	97.4875782287123	46.3538782476768	Poor	Low_hdays	High_cdays	High_P	Low_ExP	Low_LCV	Low_Density
AZ	Arizona	2002	NonCoastal	5.396	220697	40900	45644.56	38.8	36	13.5	2.2	2.2	4.2	45.4	34.3	16.4	-6.565198334	Rep	3081	2001	1208.78	5216.14	22	17	39	86.52	12.39	10.3344	1938.6	2444.79803921569	113594	47.5025089353311	186.046846831836	406479	526176	255247	1187902	220	7.19051148999259	6.67160859896219	2.50185322461082	0.407709414381023	0.407709414381023	0.778354336545589	8.41363973313566	6.35656041512231	75.3296886582654	97.5122312824314	47.3030022238695	Poor	Low_hdays	High_cdays	High_P	Low_ExP	Low_LCV	Low_Density
AZ	Arizona	2003	NonCoastal	5.51	234066	42480	46520.34	38.8	37.1	14.6	2.1	2.1	4	46.6	35.7	16.4	-6.565198334	Rep	3197	1886	1110	5364.18	34	28	62	83.46	13.86	11.523	2163.7	2731.26078431373	113594	48.5060830677677	187.341174859819	406537	537072	275650	1219259	221	7.04174228675136	6.73321234119782	2.6497277676951	0.381125226860254	0.381125226860254	0.725952813067151	8.45735027223231	6.47912885662432	73.7816696914701	97.4722323049002	50.02722323049	Poor	Low_hdays	High_cdays	High_P	Low_ExP	Low_LCV	Low_Density
AZ	Arizona	2004	NonCoastal	5.652	244317	43226	47938.68	40.6	37.8	18.9	2.2	2	4.5	52.2	36.3	17.2	-6.565198334	Rep	2904	2041	1040.6	5199.5	33	30	63	89.66	15.36	13.0056	2450	3150.56470588235	113594	49.7561490923816	188.603482018774	425413	558357	356264	1340034	237	7.18329794762916	6.68789808917197	3.34394904458599	0.353857041755131	0.389242745930644	0.796178343949045	9.23566878980892	6.42250530785563	75.2676928520878	98.7892781316348	63.033262561925	Poor	Low_hdays	High_cdays	High_P	Low_ExP	Low_LCV	Low_Density
AZ	Arizona	2005	NonCoastal	5.839	262326	44926	49166.98	41	38.9	17.4	2.1	2	5	51.3	36.9	16.7	-10.55001006	Rep	2972	1892	1209.9	5189.64	25	28	53	88.58	17.87	15.5804	2854.2	3777.48235294118	113594	51.4023628008522	189.600863237592	428445	573763	329302	1331510	228	7.02175029970885	6.66209967460181	2.97996232231546	0.342524404863846	0.359650625107039	0.856311012159616	8.78575098475766	6.31957526973797	73.3764343209454	98.2639150539476	56.3969857852372	Poor	Low_hdays	High_cdays	High_P	Low_ExP	Low_LCV	Low_Density
AZ	Arizona	2006	NonCoastal	6.029	274179	45476	50147.58	41.2	40	19.3	2.2	2	5	53.2	38.1	16.7	-10.55001006	Rep	3047	1939	1169.02	4884.82	29	26	55	91.3	19.7	17.5066	3129.6	4183.70392156863	113594	53.0749863549131	190.617610992085	431985	582623	365230	1379838	228	6.83363741914082	6.63459943605905	3.20119422789849	0.331729971802952	0.364902968983248	0.829324929507381	8.82401724995854	6.31945596284624	71.6511859346492	96.6367556808758	60.5788688007962	Poor	Low_hdays	High_cdays	High_P	Low_ExP	Low_LCV	Low_Density
AZ	Arizona	2007	NonCoastal	6.168	283251	45922	50533.24	41.8	39.2	21.3	2.3	2.1	4.8	55.6	37.5	16.6	-10.55001006	Rep	3212	1958	1228.26	5164.58	7	51	58	105.14	20.87	18.4852	3265	4448.66274509804	113594	54.2986425339367	191.656045482065	438524	571417	401992	1411933	228	6.7769130998703	6.35538261997406	3.45330739299611	0.340466926070039	0.372892347600519	0.778210116731517	9.01426718547341	6.07976653696498	71.0966277561608	92.6421854734112	65.1738002594034	Poor	Low_hdays	High_cdays	High_P	Low_ExP	Low_LCV	Low_Density
AZ	Arizona	2008	NonCoastal	6.28	280810	44714	50263.36	43.8	37.1	21.7	2.4	2.4	5.4	58.1	34.3	16.3	-10.55001006	Rep	2964	2001	1077.4	5484.22	9	47	56	113	23.95	21.6806	3565.8	5054.39411764706	113594	55.2846101026463	192.886972390763	458727	542166	409966	1410859	224	6.97452229299363	5.90764331210191	3.45541401273885	0.382165605095541	0.382165605095541	0.859872611464968	9.2515923566879	5.46178343949045	73.0457006369427	86.3321656050955	65.2812101910828	Poor	Low_hdays	High_cdays	High_P	Low_ExP	Low_LCV	Low_Density
AZ	Arizona	2009	NonCoastal	6.343	257499	40595	48722.68	39.5	34.4	20	2.2	2.2	4.2	52.9	32.4	14.8	-8.627801439	Rep	3085	1896	1018.6	5450.84	5	57	62	121.62	20.14	17.508	2754.1	3821.13725490196	113594	55.8392168600454	194.082993440119	413260	497660	377504	1288424	203	6.22733722213464	5.42330127699827	3.15308213778969	0.346839035156866	0.346839035156866	0.662147248935835	8.33990225445373	5.1079930632193	65.1521362131484	78.4581428346208	59.5150559672079	Poor	Low_hdays	High_cdays	High_P	Low_ExP	Low_LCV	Low_Density
AZ	Arizona	2010	NonCoastal	6.407	260307	40628	49301.36	43.7	37.9	17.8	2.3	2.4	4.6	54.9	35.3	15.5	-8.627801439	Rep	2910	2038	1275.38	5315.52	14	46	60	104.08	22	19.236	3171.4	4309.70588235294	113594	56.4026268993081	195.294706859939	457909	549707	336208	1343824	209	6.82066489776807	5.91540502575308	2.77821133135633	0.374590291868269	0.358982363040425	0.717964726080849	8.56875292648665	5.50959887622912	71.4701108162947	85.7978773216794	52.4751053535196	Poor	Low_hdays	High_cdays	High_P	Low_ExP	Low_LCV	Low_Density
AZ	Arizona	2011	NonCoastal	6.473	266102	41109	49775.06	43.9	38.2	15.5	2.4	2.4	5	52.8	35.1	15.1	-8.627801439	Rep	3091	2184	1249.74	5250.4	9	33	42	97.44	25.23	22.3382	3654.4	4975.67843137255	113594	56.9836435022977	196.342957486881	459909	552991	293134	1306034	201	6.78201761161749	5.90143673721613	2.39456202688089	0.370770894484783	0.370770894484783	0.772439363509964	8.15695967866522	5.42252433183995	71.0503630465008	85.4304032133478	45.285648076626	Poor	Low_hdays	High_cdays	High_P	Low_ExP	Low_LCV	Low_Density
AZ	Arizona	2012	NonCoastal	6.556	271440	41403	50379.26	40.2	37.3	17.9	2.1	2.3	4.9	51.8	34.4	14.6	-8.627801439	Rep	3182	1781	1287.84	4644.16	4	39	43	95.16	26.03	22.6204	3646.9	4850.32941176471	113594	57.7143158969664	197.361199995736	420570	538460	339043	1298073	197	6.13178767541184	5.68944478340451	2.73032336790726	0.350823672971324	0.320317266625991	0.747406955460647	7.90115924344112	5.24710189139719	64.1503965832825	82.1323978035387	51.7149176327029	Poor	Low_hdays	High_cdays	High_P	Low_ExP	Low_LCV	Low_Density
AZ	Arizona	2013	NonCoastal	6.635	273482	41218	50390.74	43.4	37.9	18	2.4	2.4	4.5	55.2	34.8	15	-9.226760447	Rep	3032	2097	1101.04	5465.1	27	45	72	97.32	25.7	22.1752	3603.4	4867.92941176471	113594	58.4097751641812	198.298906636473	454865	543380	340375	1338620	201	6.54107008289375	5.71213262999246	2.7128862094951	0.361718161266014	0.361718161266014	0.678221552373775	8.31951770911831	5.2449133383572	68.5553880934439	81.896006028636	51.2999246420497	Poor	Low_hdays	High_cdays	High_P	Low_ExP	Low_LCV	Low_Density
AZ	Arizona	2014	NonCoastal	6.733	276949	41133	51197.88	42.8	37.9	16.7	2	2.2	4.4	53.5	35.1	14.5	-9.226760447	Rep	3078	1607	1065.9	5530.84	20	48	68	83.44	25.51	22.1126	3507.1	4916.12352941177	113594	59.2724967868021	199.228308844972	447849	543552	315916	1307317	194	6.35675033417496	5.62899153423437	2.48032080796079	0.326748848952919	0.297044408139017	0.653497697905837	7.9459379177187	5.21312936283975	66.5155205703253	80.7295410663894	46.9205406208228	Poor	Low_hdays	High_cdays	High_P	Low_ExP	Low_LCV	Low_Density
AZ	Arizona	2015	NonCoastal	6.833	282577	41354	51973.52	36.9	38.8	19.3	2.1	2.9	4.2	50	35.7	13.9	-9.226760447	Rep	3096	1808	1230.52	4984.78	2	36	38	80.78	21.89	17.9764	3036.1	3909.30784313726	113594	60.15282497315	200.03863987351	385822	557369	365313	1308504	191	5.40026342748427	5.67832577198888	2.82452802575735	0.424410946875457	0.307332064978779	0.614664129957559	7.31743011854237	5.22464510463925	56.4645104639251	81.5701741548368	53.4630469779014	Poor	Low_hdays	High_cdays	High_P	Low_ExP	Low_LCV	Low_Density
AZ	Arizona	2016	NonCoastal	6.945	291275	41940	52066.38	30.9	40.2	19.7	2.2	3	4.5	44.6	36.6	13.1	-9.226760447	Rep	3180	1654	1306.5	4767.44	9	40	49	88.86	20.11	16.5642	2819.6	3538.97647058824	113594	61.1387925418596	200.850580112926	323878	576213	373916	1274007	183	4.44924406047516	5.78833693304536	2.83657307415407	0.431965442764579	0.316774658027358	0.647948164146868	6.42188624910007	5.26997840172786	46.6347012239021	82.9680345572354	53.8395968322534	Poor	Low_hdays	High_cdays	High_P	Low_ExP	Low_LCV	Low_Density
AZ	Arizona	2017	NonCoastal	7.048	302455	42913	52622.04	32	40.8	17.7	2.1	2.9	4.8	43.8	36.9	12.8	-3.780046802	Rep	3302	1501	1163.24	4809.84	6	42	48	85.98	21.8	17.916	3011.7	3850.19411764706	113594	62.0455305737979	201.603926895139	334512	583258	334629	1252399	177	4.54029511918275	5.788876276958	2.51135073779796	0.411464245175936	0.297956867196368	0.681044267877412	6.21452894438138	5.23552780930761	47.4619750283768	82.7551078320091	47.4785754824064	Poor	Low_hdays	High_cdays	High_P	Low_ExP	Low_LCV	Low_Density
AZ	Arizona	2018	NonCoastal	7.164	313619	43777	53597.7	31.7	41.2	21.1	2.2	2.9	4.5	46.8	37.6	13.1	-3.780046802	Rep	3213	1762	1338.6	5272.34	4	42	46	89.9	23.98	19.3318	3306	4291.2137254902	113594	63.0667112699614	202.279628777154	331492	590247	400531	1322270	184	4.4249022892239	5.75097710776103	2.94528196538247	0.404801786711334	0.307091010608599	0.628140703517588	6.53266331658291	5.24846454494696	46.2719151312116	82.3907035175879	55.9088498045784	Poor	Low_hdays	High_cdays	High_P	Low_ExP	Low_LCV	Low_Density
AZ	Arizona	2019	NonCoastal	7.292	323894	44417	54325.96	24.6	42.3	25.6	2.6	3.1	4.6	43.5	38.7	12.7	-3.780046802	Rep	2942	2120	1250.52	5348.12	43	56	99	103.16	23.3	18.6638	3236.7	4110.93529411765	113594	64.1935313484867	202.756197312216	257727	607131	484249	1349107	185	3.37356006582556	5.80087767416347	3.51069665386725	0.425123422929238	0.356555128908393	0.630828304991772	5.96544157981349	5.30718595721339	35.3438014262205	83.259873834339	66.4082556226001	Poor	Low_hdays	High_cdays	High_P	Low_ExP	Low_LCV	Low_Density
AZ	Arizona	2020	NonCoastal	7.178	320551	44657	51890.3	15	38	27.1	2.6	2.8	4.7	35.6	34.4	11.2	-3.780046802	Rep	3520	1865	1248.86	4890.32	15	12	27	98.78	21.24	17.0628	2833.8	3386.77647058824	113594	63.1899572160501	206.454118937395	156821	544270	513539	1214630	169	2.08971858456395	5.29395374756199	3.77542490944553	0.390080802451936	0.362217887991084	0.654778489830036	4.95959877403176	4.79242128726665	21.8474505433268	75.8247422680412	71.5434661465589	Poor	Low_hdays	High_cdays	High_P	Low_ExP	Low_LCV	Low_Density
AZ	Arizona	2021	NonCoastal	7.265	347656	47853	54651.36	15.4	42.1	25.6	2.5	3.1	4.6	34.3	38.5	11.4	0.3	Dem	3121	1754	1255.84	4869.6	97	58	155	112.52	25.06	20.574	3516.7	4351.23529411765	113594	63.9558427381728	206.761006367797	160299	606053	484962	1251314	172	2.11975223675155	5.79490708878183	3.5237439779766	0.426703372333104	0.344115622849277	0.63317274604267	4.72126634549209	5.29938059187887	22.0645560908465	83.4209222298692	66.7532002752925	Poor	Low_hdays	High_cdays	High_P	Low_ExP	High_LCV	Low_Density
AR	Arkansas	1997	NonCoastal	2.601	82571	31745	41476.18	23.4	22.1	13.6	2.7	1.8	11.2	24.2	19.3	22.7	18.70564973	Dem	1558	3637	990.12	5472.02	57	36	93	88.7	8.24	9.0624	2262.3	2183.80196078431	52035	49.9855866243874	178.166945607596	246786	320440	264019	831245	319	8.99653979238754	8.49673202614379	5.22875816993464	0.69204152249135	1.03806228373702	4.30603613994617	9.3041138023837	7.42022299115725	94.881199538639	123.19876970396	101.506728181469	Poor	Low_hdays	High_cdays	Low_P	High_Exp	High_LCV	Low_Density
AR	Arkansas	1998	NonCoastal	2.626	84571	32205	42624.14	24.2	22.2	14.1	2.4	1.8	11	25.9	19.6	23.1	18.70564973	Dem	2234	3050	1221.34	4833.28	54	36	90	87.46	7.71	8.459	2078.5	2011.34705882353	52035	50.4660324781397	179.746327352354	254658	321517	272888	849063	323	9.21553693830922	8.45392231530845	5.36938309215537	0.685453160700686	0.913937547600914	4.18888042650419	9.86290936785986	7.46382330540746	96.975628332064	122.436024371668	103.917745620716	Poor	Low_hdays	High_cdays	Low_P	High_Exp	High_LCV	Low_Density
AR	Arkansas	1999	NonCoastal	2.652	89115	33602	43908.46	25.4	24	13.3	2.7	1.8	10.5	27	20.8	23.65	18.70564973	Dem	1810	2972	1121.18	5000.2	6	31	37	84.12	7.9	8.7824	2191.6	2123.92941176471	52035	50.9656961660421	181.395990598757	267022	350550	257666	875238	330	9.57767722473605	9.04977375565611	5.01508295625943	0.678733031674208	1.01809954751131	3.95927601809955	10.1809954751131	7.84313725490196	100.687028657617	132.183257918552	97.1591251885369	Poor	Low_hdays	High_cdays	Low_P	High_Exp	Low_LCV	Low_Density
AR	Arkansas	2000	NonCoastal	2.679	89872	33546	45035.54	25.5	24.6	13.3	2.9	2.1	10.7	26.6	21	23.64	18.70564973	Dem	1901	3532	1096.48	5322.76	16	29	45	86.06	9.47	10.5014	2683.7	2574.42156862745	52035	51.4845776880946	183.093000477138	267579	357586	256114	881279	328	9.51847704367301	9.18253079507279	4.9645390070922	0.783874580067189	1.08249346771183	3.99402762224711	9.9290780141844	7.83874580067189	99.8801791713326	133.477416946622	95.6005972377753	Poor	Low_hdays	High_cdays	Low_P	High_Exp	Low_LCV	Low_Density
AR	Arkansas	2001	NonCoastal	2.692	89789	33354	45094.12	26.1	24.5	11.9	2.7	2.1	10.7	27.2	19.8	23.22	-5.601379021	Rep	1796	3293	1116.62	5075.8	31	43	74	90.08	10.2	10.9236	2721	2580.99607843137	52035	51.7344095320457	184.57483362918	273982	353382	231590	858954	319	9.69539375928677	9.10104011887073	4.42050520059435	0.780089153046062	1.00297176820208	3.97473997028232	10.1040118870728	7.35512630014859	101.776374442793	131.27117384844	86.0289747399703	Poor	Low_hdays	High_cdays	Low_P	High_Exp	Low_LCV	Low_Density
AR	Arkansas	2002	NonCoastal	2.706	92951	34349	45644.56	24.4	24	12.9	2.6	2.1	10.3	25.8	20.4	22.6	-5.601379021	Rep	1768	3513	1208.78	5216.14	18	36	54	86.52	9.39	10.3344	2577.5	2444.79803921569	52035	52.003459210147	186.046846831836	255242	356282	247899	859423	317	9.0169992609017	8.86917960088692	4.76718403547672	0.776053215077605	0.960827790096083	3.80635624538064	9.53436807095344	7.53880266075388	94.3244641537324	131.663710273466	91.6108647450111	Poor	Low_hdays	High_cdays	Low_P	High_Exp	Low_LCV	Low_Density
AR	Arkansas	2003	NonCoastal	2.725	96945	35576	46520.34	24.2	24.7	13.2	2.5	2.2	10.4	26.6	20.5	22.8	-5.601379021	Rep	1624	3463	1110	5364.18	37	46	83	83.46	10.23	11.523	2764.9	2731.26078431373	52035	52.3685980589987	187.341174859819	253653	357343	254571	865567	317	8.88073394495413	9.06422018348624	4.84403669724771	0.807339449541284	0.91743119266055	3.81651376146789	9.76146788990826	7.52293577981651	93.0836697247706	131.13504587156	93.4205504587156	Poor	Low_hdays	High_cdays	Low_P	High_Exp	Low_LCV	Low_Density
AR	Arkansas	2004	NonCoastal	2.75	101734	36994	47938.68	25.8	25.3	11.4	2.3	2	10.1	27.4	20.7	22.7	-5.601379021	Rep	1610	3171	1040.6	5199.5	67	43	110	89.66	11.96	13.0056	3088.3	3150.56470588235	52035	52.849043912751	188.603482018774	270210	361081	217921	849212	308	9.38181818181818	9.2	4.14545454545455	0.727272727272727	0.836363636363636	3.67272727272727	9.96363636363636	7.52727272727273	98.2581818181818	131.302181818182	79.244	Poor	Low_hdays	High_cdays	Low_P	Low_ExP	High_LCV	Low_Density
AR	Arkansas	2005	NonCoastal	2.781	105980	38108	49166.98	23.6	25.3	11.3	2.2	2.1	9.8	25.6	20.6	21.7	-9.871496503	Rep	1920	3150	1209.9	5189.64	63	43	106	88.58	14.46	15.5804	3745.3	3777.48235294118	52035	53.4447967714039	189.600863237592	247169	358312	216600	822081	295	8.48615605897159	9.09744696152463	4.06328658755843	0.75512405609493	0.791082344480403	3.52391226177634	9.20532182668105	7.40740740740741	88.8777418194894	128.842862279755	77.8856526429342	Poor	Low_hdays	High_cdays	Low_P	Low_ExP	High_LCV	Low_Density
AR	Arkansas	2006	NonCoastal	2.822	108461	38434	50147.58	24.5	25	12.6	2.1	1.9	9.9	27.6	20.6	22	-9.871496503	Rep	1844	3025	1169.02	4884.82	43	38	81	91.3	15.78	17.5066	4057.9	4183.70392156863	52035	54.2327279715576	190.617610992085	256907	358679	240885	856471	303	8.68178596739901	8.85896527285613	4.46491849751949	0.673281360737066	0.744153082919915	3.50815024805103	9.78029766123317	7.29978738483345	91.037207654146	127.100992204111	85.359673990078	Poor	Low_hdays	High_cdays	Low_P	Low_ExP	Low_LCV	Low_Density
AR	Arkansas	2007	NonCoastal	2.849	107606	37769	50533.24	26.2	25.1	12	2.1	1.9	9.7	28.8	20.9	22.2	-9.871496503	Rep	1920	3195	1228.26	5164.58	63	56	119	105.14	16.68	18.4852	4282.8	4448.66274509804	52035	54.7516094936101	191.656045482065	275037	359757	229610	864404	303	9.1962091962092	8.81010881010881	4.21200421200421	0.666900666900667	0.737100737100737	3.4047034047034	10.1088101088101	7.33590733590733	96.5380835380835	126.274833274833	80.5931905931906	Poor	Low_hdays	High_cdays	Low_P	Low_ExP	High_LCV	Low_Density
AR	Arkansas	2008	NonCoastal	2.875	106537	37056	50263.36	26.6	25.1	12.5	2.3	2.2	10.3	29.3	20.1	22.3	-9.871496503	Rep	1604	3618	1077.4	5484.22	91	63	154	113	19.96	21.6806	5005.2	5054.39411764706	52035	55.2512731815124	192.886972390763	278849	354937	238424	872210	303	9.25217391304348	8.7304347826087	4.34782608695652	0.765217391304348	0.8	3.58260869565217	10.1913043478261	6.99130434782609	96.9909565217391	123.456347826087	82.9300869565217	Poor	Low_hdays	High_cdays	Low_P	Low_ExP	High_LCV	Low_Density
AR	Arkansas	2009	NonCoastal	2.897	102997	35552	48722.68	25.2	23.4	13	2.2	2.49	7.8	29.1	19.9	21.2	-20.34344122	Rep	1511	3519	1018.6	5450.84	91	64	155	121.62	15.64	17.508	3647.9	3821.13725490196	52035	55.6740655328145	194.082993440119	264083	335123	248100	847306	292	8.69865377977218	8.07732136693131	4.48740075940628	0.859509837763203	0.759406282361063	2.69244045564377	10.0448740075941	6.86917500862962	91.157404211253	115.679323438039	85.6403175698999	Poor	Low_hdays	High_cdays	Low_P	Low_ExP	High_LCV	Low_Density
AR	Arkansas	2010	NonCoastal	2.922	105662	36160	49301.36	28	23.6	14.4	2.3	2.6	8.8	32.6	19.8	22.6	-20.34344122	Rep	2189	3696	1275.38	5315.52	7	58	65	104.08	16.87	19.236	4212.5	4309.70588235294	52035	56.1545113865667	195.294706859939	293689	342608	274774	911071	311	9.58247775496235	8.0766598220397	4.92813141683778	0.889801505817933	0.787132101300479	3.01163586584531	11.1567419575633	6.77618069815195	100.509582477755	117.251197809719	94.0362765229295	Poor	Low_hdays	High_cdays	Low_P	Low_ExP	Low_LCV	Low_Density
